id|name|status|sources|firstSeen|lastSeen|reason|evidenceUrl|reviewedAt
3989960|青蛙小队🐸 / Frog Sqwad|pending|party-top-sellers|2026-09-23|2026-09-23||https://store.steampowered.com/app/3989960/|
4465980|清洁狂魔：塞满所有垃圾桶|pending|funny-online-wishlist|2026-09-23|2026-09-23||https://store.steampowered.com/app/4465980/|
2852700|求生巴士 BUS: Bro U Survived|pending|funny-online-wishlist|2026-09-23|2026-09-23||https://store.steampowered.com/app/2852700/|
1388550|人类一败涂地2|pending|funny-online-wishlist|2026-09-23|2026-09-23||https://store.steampowered.com/app/1388550/|
3855650|容器|pending|party-top-sellers|2026-09-23|2026-09-23||https://store.steampowered.com/app/3855650/|
4380740|肉店模拟器|pending|funny-online-wishlist|2026-09-23|2026-09-23||https://store.steampowered.com/app/4380740/|
4213320|如履平地|pending|funny-online-wishlist|2026-09-23|2026-09-23||https://store.steampowered.com/app/4213320/|
2313020|赛马娘 Pretty Derby 热血喧闹大感谢祭！|pending|party-top-sellers|2026-09-23|2026-09-23||https://store.steampowered.com/app/2313020/|
4071040|三国：百将牌|pending|party-top-sellers|2026-09-23|2026-09-23||https://store.steampowered.com/app/4071040/|
4285870|三只小猪|pending|funny-online-wishlist;party-wishlist|2026-09-23|2026-09-23||https://store.steampowered.com/app/4285870/|
4704000|鲨鱼超市|pending|funny-online-wishlist|2026-09-23|2026-09-23||https://store.steampowered.com/app/4704000/|
2871520|深馅地牢|pending|funny-online-wishlist|2026-09-23|2026-09-23||https://store.steampowered.com/app/2871520/|
2420800|生死宇共|pending|funny-online-wishlist|2026-09-23|2026-09-23||https://store.steampowered.com/app/2420800/|
2445690|失落城堡2|pending|funny-multiplayer-new;funny-online-new|2026-09-23|2026-09-23||https://store.steampowered.com/app/2445690/|
2001120|双影奇境|pending|funny-multiplayer-new;funny-online-new|2026-09-23|2026-09-23||https://store.steampowered.com/app/2001120/|
3013460|水果大乱逗|pending|local-party-top;party-top-sellers|2026-09-23|2026-09-23||https://store.steampowered.com/app/3013460/|
4190160|烫手炸弹|pending|party-top-sellers|2026-09-23|2026-09-23||https://store.steampowered.com/app/4190160/|
3296060|逃脱学院 2：再返校园|pending|funny-online-wishlist|2026-09-23|2026-09-23||https://store.steampowered.com/app/3296060/|
3400930|袜罪并罚！|pending|party-top-sellers|2026-09-23|2026-09-23||https://store.steampowered.com/app/3400930/|
4575390|汪汪大作战|pending|party-top-sellers|2026-09-23|2026-09-23||https://store.steampowered.com/app/4575390/|
4213930|汪洋大盗哥|pending|funny-online-wishlist|2026-09-23|2026-09-23||https://store.steampowered.com/app/4213930/|
4624510|我的天台|pending|funny-online-wishlist|2026-09-23|2026-09-23||https://store.steampowered.com/app/4624510/|
4174160|无限门行动|pending|funny-online-wishlist|2026-09-23|2026-09-23||https://store.steampowered.com/app/4174160/|
3307340|雾都邦邦军|pending|funny-online-wishlist|2026-09-23|2026-09-23||https://store.steampowered.com/app/3307340/|
3659090|吸吸弹弹大乱斗|pending|local-party-top;party-top-sellers|2026-09-23|2026-09-23||https://store.steampowered.com/app/3659090/|
1570330|西部对决 (West Hunt)|pending|party-top-sellers|2026-09-23|2026-09-23||https://store.steampowered.com/app/1570330/|
3384570|星绘友晴天|pending|party-wishlist|2026-09-23|2026-09-23||https://store.steampowered.com/app/3384570/|
4788240|夜班医院|pending|funny-online-wishlist|2026-09-23|2026-09-23||https://store.steampowered.com/app/4788240/|
617290|遗迹：灰烬重生|pending|horror-online-new|2026-09-23|2026-09-23||https://store.steampowered.com/app/617290/|
1282100|遗迹2|pending|horror-online-new|2026-09-23|2026-09-23||https://store.steampowered.com/app/1282100/|
4182190|义无反顾|pending|funny-online-wishlist|2026-09-23|2026-09-23||https://store.steampowered.com/app/4182190/|
3752960|异路先锋 (Off the Beaten Track)|pending|local-party-top;party-top-sellers|2026-09-23|2026-09-23||https://store.steampowered.com/app/3752960/|
3572800|友尽大冒险|pending|party-top-sellers|2026-09-23|2026-09-23||https://store.steampowered.com/app/3572800/|
4164310|这是谐音梗|pending|funny-multiplayer-new;funny-online-new;party-popular-new;party-top-sellers|2026-09-23|2026-09-23||https://store.steampowered.com/app/4164310/|
1071870|知只大冒险|pending|funny-multiplayer-new;funny-online-new|2026-09-23|2026-09-23||https://store.steampowered.com/app/1071870/|
4011300|咒言战|pending|party-top-sellers|2026-09-23|2026-09-23||https://store.steampowered.com/app/4011300/|
2923810|骤影：绯月杀|pending|party-wishlist|2026-09-23|2026-09-23||https://store.steampowered.com/app/2923810/|
3154150|抓鬼派对|pending|party-wishlist|2026-09-23|2026-09-23||https://store.steampowered.com/app/3154150/|
4186890|装备管理员|pending|funny-online-wishlist|2026-09-23|2026-09-23||https://store.steampowered.com/app/4186890/|
2850560|昨日头条|pending|local-party-top;party-top-sellers|2026-09-23|2026-09-23||https://store.steampowered.com/app/2850560/|
2597200|Across the Wonderlands|pending|funny-online-wishlist|2026-09-23|2026-09-23||https://store.steampowered.com/app/2597200/|
4267780|Acting Out|pending|funny-online-wishlist;party-wishlist|2026-09-23|2026-09-23||https://store.steampowered.com/app/4267780/|
2643540|Age Twisters|pending|funny-online-wishlist|2026-09-23|2026-09-23||https://store.steampowered.com/app/2643540/|
4285690|Airport Security Sucks!|pending|party-top-sellers|2026-09-23|2026-09-23||https://store.steampowered.com/app/4285690/|
945360|Among Us|pending|local-party-top;party-top-sellers|2026-09-23|2026-09-23||https://store.steampowered.com/app/945360/|
2657140|Animal Falling|pending|party-top-sellers|2026-09-23|2026-09-23||https://store.steampowered.com/app/2657140/|
4237080|Animic : Attack with your voice !|pending|party-top-sellers|2026-09-23|2026-09-23||https://store.steampowered.com/app/4237080/|
2786760|Another Door|pending|party-wishlist|2026-09-23|2026-09-23||https://store.steampowered.com/app/2786760/|
1172470|Apex Legends™|pending|funny-multiplayer-new|2026-09-23|2026-09-23||https://store.steampowered.com/app/1172470/|
3044610|Avalon Crew|pending|funny-online-wishlist|2026-09-23|2026-09-23||https://store.steampowered.com/app/3044610/|
1682690|Awkward 2: The Party Game of Savage Secrets|pending|party-wishlist|2026-09-23|2026-09-23||https://store.steampowered.com/app/1682690/|
4159680|Barfender|pending|funny-online-wishlist|2026-09-23|2026-09-23||https://store.steampowered.com/app/4159680/|
1460790|Bartender Simulator|pending|party-wishlist|2026-09-23|2026-09-23||https://store.steampowered.com/app/1460790/|
4639050|Battle Queen|pending|party-wishlist|2026-09-23|2026-09-23||https://store.steampowered.com/app/4639050/|
2562390|Benny's Backrooms|pending|funny-online-wishlist;party-wishlist|2026-09-23|2026-09-23||https://store.steampowered.com/app/2562390/|
3266790|Bit by Bit|pending|funny-online-wishlist;party-wishlist|2026-09-23|2026-09-23||https://store.steampowered.com/app/3266790/|
3774860|BOMMY|pending|funny-online-wishlist|2026-09-23|2026-09-23||https://store.steampowered.com/app/3774860/|
885160|BOTSU|pending|funny-online-wishlist;party-wishlist|2026-09-23|2026-09-23||https://store.steampowered.com/app/885160/|
4398500|Broke Wizards|pending|funny-online-wishlist|2026-09-23|2026-09-23||https://store.steampowered.com/app/4398500/|
4089520|Bronzebeard's Tavern 2|pending|funny-online-wishlist|2026-09-23|2026-09-23||https://store.steampowered.com/app/4089520/|
3557530|Bug Cleaners|pending|funny-online-wishlist|2026-09-23|2026-09-23||https://store.steampowered.com/app/3557530/|
2218460|Bunny Guys!|pending|party-top-sellers|2026-09-23|2026-09-23||https://store.steampowered.com/app/2218460/|
3670740|Burgle Supply Company|pending|party-top-sellers|2026-09-23|2026-09-23||https://store.steampowered.com/app/3670740/|
4438080|Call It a Day|pending|funny-online-wishlist|2026-09-23|2026-09-23||https://store.steampowered.com/app/4438080/|
4306070|Catch Meow If You Can|pending|funny-online-wishlist|2026-09-23|2026-09-23||https://store.steampowered.com/app/4306070/|
4502890|CheatCheat|pending|funny-online-wishlist|2026-09-23|2026-09-23||https://store.steampowered.com/app/4502890/|
4882500|Clay Clinic|pending|funny-online-wishlist|2026-09-23|2026-09-23||https://store.steampowered.com/app/4882500/|
3601810|Clear the Snow|pending|funny-online-wishlist|2026-09-23|2026-09-23||https://store.steampowered.com/app/3601810/|
3454860|Clerks and Quirks|pending|funny-online-wishlist;party-wishlist|2026-09-23|2026-09-23||https://store.steampowered.com/app/3454860/|
2744880|Climber Animals: Together|pending|funny-multiplayer-new;funny-online-new;party-popular-new;party-top-sellers|2026-09-23|2026-09-23||https://store.steampowered.com/app/2744880/|
3680200|Clowntown|pending|party-wishlist|2026-09-23|2026-09-23||https://store.steampowered.com/app/3680200/|
4272370|Coal Duty|pending|funny-online-wishlist|2026-09-23|2026-09-23||https://store.steampowered.com/app/4272370/|
4518240|Commie Bobrs|pending|party-wishlist|2026-09-23|2026-09-23||https://store.steampowered.com/app/4518240/|
1988900|Cooking Crew|pending|funny-online-wishlist|2026-09-23|2026-09-23||https://store.steampowered.com/app/1988900/|
3038500|Cooking Simulator 2: Prologue|pending|funny-online-wishlist|2026-09-23|2026-09-23||https://store.steampowered.com/app/3038500/|
4414560|CORDURA|pending|funny-online-wishlist|2026-09-23|2026-09-23||https://store.steampowered.com/app/4414560/|
2431740|Couch Planes|pending|party-wishlist|2026-09-23|2026-09-23||https://store.steampowered.com/app/2431740/|
4312190|CRACK|pending|funny-online-wishlist;party-wishlist|2026-09-23|2026-09-23||https://store.steampowered.com/app/4312190/|
3514000|Crazy Life|pending|party-wishlist|2026-09-23|2026-09-23||https://store.steampowered.com/app/3514000/|
2662310|Crewed|pending|funny-online-wishlist;party-wishlist|2026-09-23|2026-09-23||https://store.steampowered.com/app/2662310/|
268910|Cuphead|pending|funny-multiplayer-new|2026-09-23|2026-09-23||https://store.steampowered.com/app/268910/|
1422450|Deadlock|pending|funny-online-wishlist|2026-09-23|2026-09-23||https://store.steampowered.com/app/1422450/|
4534960|Dear Passengers|pending|funny-online-wishlist|2026-09-23|2026-09-23||https://store.steampowered.com/app/4534960/|
2958550|Deeper|pending|funny-online-wishlist|2026-09-23|2026-09-23||https://store.steampowered.com/app/2958550/|
2898770|Die Trying|pending|funny-online-wishlist|2026-09-23|2026-09-23||https://store.steampowered.com/app/2898770/|
4739040|DISCIPLINE SIMULATOR|pending|party-top-sellers|2026-09-23|2026-09-23||https://store.steampowered.com/app/4739040/|
4218620|Double Dealers|pending|funny-online-wishlist;party-wishlist|2026-09-23|2026-09-23||https://store.steampowered.com/app/4218620/|
4080010|Dravo's Twisted Show|pending|party-top-sellers|2026-09-23|2026-09-23||https://store.steampowered.com/app/4080010/|
1483870|Draw & Guess - 你画我猜|pending|funny-multiplayer-new;funny-online-new;party-popular-new;party-top-sellers|2026-09-23|2026-09-23||https://store.steampowered.com/app/1483870/|
4420980|Drunkslop: Pub crawl COOP|pending|party-wishlist|2026-09-23|2026-09-23||https://store.steampowered.com/app/4420980/|
5020310|Dub Together|pending|party-top-sellers|2026-09-23|2026-09-23||https://store.steampowered.com/app/5020310/|
2852140|Dumb Ways to Party|pending|funny-online-wishlist;party-wishlist|2026-09-23|2026-09-23||https://store.steampowered.com/app/2852140/|
3930480|Dungeon Tourists|pending|funny-online-wishlist|2026-09-23|2026-09-23||https://store.steampowered.com/app/3930480/|
3788110|DungeonBox|pending|funny-online-wishlist;party-wishlist|2026-09-23|2026-09-23||https://store.steampowered.com/app/3788110/|
239140|Dying Light|pending|horror-online-new|2026-09-23|2026-09-23||https://store.steampowered.com/app/239140/|
5113760|Echo Mates|pending|funny-online-wishlist|2026-09-23|2026-09-23||https://store.steampowered.com/app/5113760/|
3178920|Educational Family Games|pending|local-party-top;party-top-sellers|2026-09-23|2026-09-23||https://store.steampowered.com/app/3178920/|
3769800|Elevator|pending|funny-online-wishlist|2026-09-23|2026-09-23||https://store.steampowered.com/app/3769800/|
2999030|Exploding Kittens® 2|pending|local-party-top;party-top-sellers|2026-09-23|2026-09-23||https://store.steampowered.com/app/2999030/|
4990840|FAKE ME|pending|funny-online-wishlist;party-wishlist|2026-09-23|2026-09-23||https://store.steampowered.com/app/4990840/|
4197390|FENDERSHOT|pending|party-wishlist|2026-09-23|2026-09-23||https://store.steampowered.com/app/4197390/|
4908460|Flame and Blame|pending|funny-online-wishlist;party-wishlist|2026-09-23|2026-09-23||https://store.steampowered.com/app/4908460/|
1025560|Flea Madness|pending|funny-online-wishlist|2026-09-23|2026-09-23||https://store.steampowered.com/app/1025560/|
2853290|Free Stars: Children of Infinity|pending|funny-online-wishlist|2026-09-23|2026-09-23||https://store.steampowered.com/app/2853290/|
4004820|FreeStyle Football 2|pending|party-wishlist|2026-09-23|2026-09-23||https://store.steampowered.com/app/4004820/|
4000|Garry's Mod|pending|funny-multiplayer-new;funny-online-new|2026-09-23|2026-09-23||https://store.steampowered.com/app/4000/|
3833730|General Practice|pending|funny-online-wishlist;party-wishlist|2026-09-23|2026-09-23||https://store.steampowered.com/app/3833730/|
2761350|Golf Gambit|pending|party-top-sellers|2026-09-23|2026-09-23||https://store.steampowered.com/app/2761350/|
3209660|Golf With Your Friends 2|pending|party-wishlist|2026-09-23|2026-09-23||https://store.steampowered.com/app/3209660/|
1568590|Goose Goose Duck|pending|funny-multiplayer-new;funny-online-new|2026-09-23|2026-09-23||https://store.steampowered.com/app/1568590/|
3240220|Grand Theft Auto V 增强版|pending|funny-multiplayer-new|2026-09-23|2026-09-23||https://store.steampowered.com/app/3240220/|
4928450|Grand Theft Timeline|pending|funny-online-wishlist|2026-09-23|2026-09-23||https://store.steampowered.com/app/4928450/|
4272100|Grass|pending|party-wishlist|2026-09-23|2026-09-23||https://store.steampowered.com/app/4272100/|
4703930|Grilluminati|pending|funny-online-wishlist|2026-09-23|2026-09-23||https://store.steampowered.com/app/4703930/|
4244190|Guinea Pig Runaway Together|pending|party-top-sellers|2026-09-23|2026-09-23||https://store.steampowered.com/app/4244190/|
4019090|HAM: The Game|pending|party-top-sellers|2026-09-23|2026-09-23||https://store.steampowered.com/app/4019090/|
4430020|Hamsteria|pending|funny-online-wishlist|2026-09-23|2026-09-23||https://store.steampowered.com/app/4430020/|
4771290|Hands Up, G!|pending|funny-online-wishlist|2026-09-23|2026-09-23||https://store.steampowered.com/app/4771290/|
4189430|HapgetaSocial|pending|funny-online-wishlist;party-wishlist|2026-09-23|2026-09-23||https://store.steampowered.com/app/4189430/|
